agent,game_num,score,record,mean_score
Random,13399,0,3,0.123
Random,13400,0,3,0.123
DQN,2034,12,63,23.037
A*,935,53,90,50.727
Random,13401,0,3,0.123
Random,13402,0,3,0.123
Random,13403,0,3,0.123
BFS,929,33,88,50.679
Random,13404,0,3,0.123
Random,13405,0,3,0.122
Random,13406,1,3,0.123
DQN,2035,22,63,23.036
Random,13407,0,3,0.123
Random,13408,1,3,0.123
Random,13409,0,3,0.123
Random,13410,0,3,0.123
DQN,2036,26,63,23.038
Random,13411,1,3,0.123
Random,13412,0,3,0.123
Random,13413,0,3,0.123
BFS,930,46,88,50.674
Random,13414,1,3,0.123
Random,13415,0,3,0.123
Random,13416,0,3,0.123
Random,13417,0,3,0.123
Random,13418,0,3,0.123
DQN,2037,27,63,23.040
Random,13419,0,3,0.123
Random,13420,0,3,0.123
Random,13421,0,3,0.123
DQN,2038,14,63,23.035
Random,13422,0,3,0.123
Random,13423,0,3,0.123
A*,936,83,90,50.762
Random,13424,0,3,0.123
Random,13425,1,3,0.123
Random,13426,0,3,0.123
BFS,931,54,88,50.678
Random,13427,1,3,0.123
DQN,2039,21,63,23.034
Hamiltonian,30,297,297,297.000
Random,13428,0,3,0.123
A*,937,31,90,50.741
Random,13429,0,3,0.123
Random,13430,0,3,0.123
Random,13431,0,3,0.123
Random,13432,0,3,0.123
Random,13433,1,3,0.123
DQN,2040,37,63,23.041
Random,13434,1,3,0.123
Random,13435,0,3,0.123
Random,13436,0,3,0.123
Random,13437,0,3,0.123
Random,13438,0,3,0.123
Random,13439,1,3,0.123
BFS,932,51,88,50.678
DQN,2041,21,63,23.040
Random,13440,0,3,0.123
Random,13441,0,3,0.123
Random,13442,0,3,0.123
Random,13443,0,3,0.123
A*,938,56,90,50.746
Random,13444,1,3,0.123
Random,13445,0,3,0.123
Random,13446,0,3,0.123
DQN,2042,33,63,23.045
Random,13447,0,3,0.123
Random,13448,0,3,0.123
Random,13449,0,3,0.123
Random,13450,0,3,0.123
DQN,2043,14,63,23.041
BFS,933,49,88,50.676
Random,13451,0,3,0.123
Random,13452,0,3,0.123
Random,13453,0,3,0.123
Random,13454,0,3,0.123
Random,13455,0,3,0.123
Random,13456,0,3,0.123
Random,13457,1,3,0.123
Random,13458,1,3,0.123
Random,13459,0,3,0.123
Random,13460,0,3,0.123
A*,939,52,90,50.748
Random,13461,0,3,0.123
Random,13462,0,3,0.123
Random,13463,0,3,0.123
Random,13464,0,3,0.123
Random,13465,1,3,0.123
Random,13466,1,3,0.123
Random,13467,0,3,0.123
DQN,2044,45,63,23.051
Random,13468,0,3,0.123
Random,13469,0,3,0.123
Random,13470,0,3,0.123
Random,13471,0,3,0.123
Random,13472,0,3,0.123
Random,13473,0,3,0.123
Random,13474,0,3,0.123
Random,13475,0,3,0.123
Random,13476,0,3,0.123
Random,13477,0,3,0.123
Random,13478,0,3,0.123
Random,13479,0,3,0.123
BFS,934,78,88,50.706
Random,13480,0,3,0.123
A*,940,54,90,50.751
Random,13481,0,3,0.123
Random,13482,0,3,0.123
Random,13483,0,3,0.123
Random,13484,0,3,0.123
Random,13485,0,3,0.123
Random,13486,0,3,0.123
Random,13487,0,3,0.123
Random,13488,0,3,0.123
DQN,2045,53,63,23.066
Random,13489,0,3,0.123
Random,13490,0,3,0.123
Random,13491,1,3,0.123
Random,13492,0,3,0.123
Random,13493,0,3,0.123
Random,13494,0,3,0.123
Random,13495,0,3,0.123
Random,13496,0,3,0.123
Random,13497,0,3,0.123
A*,941,57,90,50.758
Random,13498,0,3,0.123
BFS,935,65,88,50.721
Random,13499,0,3,0.123
Random,13500,0,3,0.123
Random,13501,0,3,0.123
Random,13502,0,3,0.123
Random,13503,0,3,0.123
Random,13504,0,3,0.123
Random,13505,0,3,0.123
Random,13506,0,3,0.123
Random,13507,0,3,0.123
A*,942,35,90,50.741
Random,13508,0,3,0.123
DQN,2046,38,63,23.073
Random,13509,0,3,0.123
Random,13510,0,3,0.123
Random,13511,0,3,0.123
Random,13512,0,3,0.123
Random,13513,0,3,0.123
Random,13514,0,3,0.123
Random,13515,0,3,0.123
Random,13516,0,3,0.123
Random,13517,0,3,0.123
DQN,2047,39,63,23.081
Random,13518,0,3,0.123
BFS,936,67,88,50.738
Random,13519,0,3,0.123
Random,13520,0,3,0.123
Random,13521,0,3,0.123
Random,13522,0,3,0.123
Random,13523,0,3,0.123
Random,13524,0,3,0.123
A*,943,65,90,50.756
Random,13525,0,3,0.123
Random,13526,0,3,0.123
Random,13527,1,3,0.123
Random,13528,0,3,0.123
DQN,2048,33,63,23.086
Random,13529,0,3,0.123
Random,13530,0,3,0.123
Random,13531,0,3,0.123
Random,13532,0,3,0.123
Random,13533,1,3,0.123
DQN,2049,16,63,23.082
Random,13534,0,3,0.123
Random,13535,1,3,0.123
Random,13536,0,3,0.123
Random,13537,0,3,0.123
Random,13538,0,3,0.123
Random,13539,0,3,0.123
Random,13540,0,3,0.123
BFS,937,60,88,50.748
Random,13541,1,3,0.123
Random,13542,0,3,0.123
A*,944,47,90,50.752
Random,13543,0,3,0.123
Random,13544,1,3,0.123
DQN,2050,34,63,23.088
Random,13545,0,3,0.123
Random,13546,1,3,0.123
DQN,2051,20,63,23.086
Random,13547,0,3,0.123
A*,945,39,90,50.740
Random,13548,0,3,0.123
Random,13549,0,3,0.123
Random,13550,0,3,0.123
Random,13551,0,3,0.123
Random,13552,0,3,0.123
Random,13553,1,3,0.123
DQN,2052,29,63,23.089
BFS,938,58,88,50.756
DQN,2053,8,63,23.082
Random,13554,0,3,0.123
Random,13555,0,3,0.123
Random,13556,0,3,0.123
A*,946,46,90,50.735
Random,13557,0,3,0.123
DQN,2054,12,63,23.076
Random,13558,1,3,0.123
Random,13559,0,3,0.123
Random,13560,0,3,0.123
Random,13561,0,3,0.123
Random,13562,0,3,0.123
Random,13563,1,3,0.123
Random,13564,0,3,0.123
Random,13565,0,3,0.123
Random,13566,0,3,0.123
Random,13567,0,3,0.123
Random,13568,0,3,0.123
Random,13569,0,3,0.123
DQN,2055,27,63,23.078
Random,13570,0,3,0.123
Random,13571,1,3,0.123
Random,13572,0,3,0.123
BFS,939,55,88,50.760
Random,13573,0,3,0.123
Random,13574,1,3,0.123
Random,13575,0,3,0.123
Random,13576,0,3,0.123
DQN,2056,34,63,23.084
Random,13577,0,3,0.123
Random,13578,0,3,0.123
Random,13579,0,3,0.123
Random,13580,0,3,0.123
Random,13581,1,3,0.123
A*,947,73,90,50.758
Random,13582,0,3,0.123
Random,13583,0,3,0.123
Random,13584,0,3,0.123
Random,13585,0,3,0.123
BFS,940,38,88,50.747
Random,13586,0,3,0.123
Random,13587,0,3,0.123
DQN,2057,27,63,23.086
Random,13588,0,3,0.123
Random,13589,0,3,0.123
Random,13590,0,3,0.123
Random,13591,0,3,0.123
Random,13592,0,3,0.123
A*,948,41,90,50.748
Random,13593,0,3,0.123
DQN,2058,31,63,23.089
Random,13594,0,3,0.123
Random,13595,0,3,0.123
Random,13596,1,3,0.123
Random,13597,0,3,0.123
Random,13598,0,3,0.123
DQN,2059,20,63,23.088
Random,13599,0,3,0.123
Random,13600,0,3,0.123
Random,13601,0,3,0.123
BFS,941,68,88,50.765
Random,13602,0,3,0.123
Random,13603,0,3,0.123
Random,13604,0,3,0.123
Random,13605,0,3,0.123
Random,13606,1,3,0.123
A*,949,49,90,50.746
Random,13607,0,3,0.123
Random,13608,1,3,0.123
Random,13609,0,3,0.123
Random,13610,0,3,0.123
DQN,2060,35,63,23.094
Random,13611,0,3,0.123
Random,13612,0,3,0.123
Random,13613,0,3,0.123
Random,13614,0,3,0.123
DQN,2061,22,63,23.093
Random,13615,0,3,0.123
Random,13616,0,3,0.123
Random,13617,0,3,0.123
Random,13618,0,3,0.123
DQN,2062,9,63,23.086
Random,13619,0,3,0.123
Random,13620,0,3,0.123
Random,13621,0,3,0.123
A*,950,43,90,50.738
Random,13622,0,3,0.123
Random,13623,0,3,0.123
BFS,942,53,88,50.768
Random,13624,0,3,0.123
Random,13625,0,3,0.123
DQN,2063,22,63,23.086
Random,13626,0,3,0.123
Random,13627,0,3,0.123
Random,13628,0,3,0.123
Random,13629,0,3,0.123
Random,13630,0,3,0.123
Random,13631,0,3,0.123
Random,13632,0,3,0.123
Random,13633,0,3,0.123
Random,13634,0,3,0.123
A*,951,44,90,50.731
Random,13635,0,3,0.123
DQN,2064,32,63,23.090
Random,13636,0,3,0.123
BFS,943,42,88,50.758
Random,13637,0,3,0.123
Random,13638,0,3,0.123
Random,13639,0,3,0.123
Random,13640,0,3,0.123
Random,13641,0,3,0.123
Random,13642,0,3,0.123
DQN,2065,31,63,23.094
Random,13643,0,3,0.123
Random,13644,0,3,0.123
Random,13645,0,3,0.123
Random,13646,0,3,0.123
Random,13647,0,3,0.123
Random,13648,0,3,0.123
DQN,2066,18,63,23.091
Random,13649,0,3,0.122
Random,13650,0,3,0.122
Random,13651,0,3,0.122
A*,952,56,90,50.736
Random,13652,0,3,0.122
Random,13653,0,3,0.122
Random,13654,0,3,0.122
BFS,944,68,88,50.776
Random,13655,0,3,0.122
Random,13656,1,3,0.123
Random,13657,0,3,0.123
Random,13658,0,3,0.122
Random,13659,1,3,0.123
Random,13660,0,3,0.123
Random,13661,0,3,0.123
DQN,2067,48,63,23.104
Random,13662,0,3,0.123
Random,13663,0,3,0.123
Random,13664,0,3,0.123
Random,13665,0,3,0.123
Random,13666,0,3,0.122
BFS,945,41,88,50.766
Random,13667,0,3,0.122
Random,13668,0,3,0.122
Random,13669,0,3,0.122
Random,13670,0,3,0.122
DQN,2068,34,63,23.109
Random,13671,0,3,0.122
Random,13672,0,3,0.122
A*,953,75,90,50.762
Random,13673,0,3,0.122
Random,13674,0,3,0.122
Random,13675,0,3,0.122
Random,13676,0,3,0.122
Random,13677,0,3,0.122
A*,954,16,90,50.725
Random,13678,0,3,0.122
Random,13679,0,3,0.122
Random,13680,0,3,0.122
Random,13681,0,3,0.122
BFS,946,61,88,50.777
DQN,2069,45,63,23.119
Random,13682,0,3,0.122
Random,13683,1,3,0.122
Random,13684,0,3,0.122
Random,13685,0,3,0.122
Random,13686,0,3,0.122
Random,13687,0,3,0.122
Random,13688,0,3,0.122
Random,13689,0,3,0.122
Random,13690,0,3,0.122
Random,13691,1,3,0.122
Random,13692,0,3,0.122
Random,13693,0,3,0.122
Random,13694,0,3,0.122
DQN,2070,40,63,23.128
Random,13695,0,3,0.122
BFS,947,60,88,50.787
DQN,2071,15,63,23.124
Random,13696,0,3,0.122
Random,13697,0,3,0.122
Random,13698,1,3,0.122
Random,13699,0,3,0.122
A*,955,77,90,50.753
Random,13700,0,3,0.122
Random,13701,0,3,0.122
Random,13702,0,3,0.122
DQN,2072,16,63,23.120
Random,13703,0,3,0.122
Random,13704,0,3,0.122
BFS,948,29,88,50.764
DQN,2073,16,63,23.117
Random,13705,0,3,0.122
Random,13706,0,3,0.122
DQN,2074,14,63,23.112
Random,13707,0,3,0.122
Random,13708,1,3,0.122
Random,13709,0,3,0.122
Random,13710,0,3,0.122
Random,13711,0,3,0.122
Random,13712,0,3,0.122
BFS,949,50,88,50.763
DQN,2075,32,63,23.117
Random,13713,0,3,0.122
A*,956,65,90,50.768
Random,13714,0,3,0.122
Random,13715,0,3,0.122
Random,13716,0,3,0.122
Random,13717,0,3,0.122
Random,13718,0,3,0.122
Random,13719,0,3,0.122
Random,13720,0,3,0.122
DQN,2076,29,63,23.119
Random,13721,0,3,0.122
Random,13722,0,3,0.122
Random,13723,0,3,0.122
Random,13724,0,3,0.122
Random,13725,0,3,0.122
BFS,950,44,88,50.756
Random,13726,0,3,0.122
Random,13727,0,3,0.122
DQN,2077,25,63,23.120
A*,957,46,90,50.763
Random,13728,0,3,0.122
Random,13729,0,3,0.122
Random,13730,0,3,0.122
Random,13731,0,3,0.122
Random,13732,0,3,0.122
Random,13733,0,3,0.122
Random,13734,0,3,0.122
BFS,951,39,88,50.743
Random,13735,1,3,0.122
Random,13736,0,3,0.122
Random,13737,0,3,0.122
DQN,2078,43,63,23.130
Random,13738,0,3,0.122
DQN,2079,9,63,23.123
A*,958,51,90,50.763
Random,13739,0,3,0.122
Random,13740,0,3,0.122
BFS,952,34,88,50.726
Random,13741,0,3,0.122
Random,13742,0,3,0.122
Random,13743,1,3,0.122
Random,13744,0,3,0.122
DQN,2080,22,63,23.123
Random,13745,0,3,0.122
Random,13746,0,3,0.122
Random,13747,1,3,0.122
Random,13748,0,3,0.122
Random,13749,0,3,0.122
Random,13750,0,3,0.122
Random,13751,0,3,0.122
DQN,2081,31,63,23.126
Random,13752,0,3,0.122
Random,13753,0,3,0.122
Random,13754,0,3,0.122
Random,13755,0,3,0.122
DQN,2082,14,63,23.122
BFS,953,54,88,50.729
Random,13756,0,3,0.122
A*,959,65,90,50.778
DQN,2083,11,63,23.116
Random,13757,0,3,0.122
Random,13758,0,3,0.122
Random,13759,0,3,0.122
Random,13760,0,3,0.122
Random,13761,0,3,0.122
Random,13762,0,3,0.122
Random,13763,0,3,0.122
Random,13764,0,3,0.122
Random,13765,0,3,0.122
Random,13766,0,3,0.122
Random,13767,1,3,0.122
DQN,2084,34,63,23.121
Random,13768,0,3,0.122
BFS,954,48,88,50.726
Random,13769,0,3,0.122
Random,13770,0,3,0.122
A*,960,45,90,50.772
Random,13771,0,3,0.122
Random,13772,0,3,0.122
Random,13773,0,3,0.122
Random,13774,0,3,0.122
DQN,2085,32,63,23.126
Random,13775,0,3,0.122
Random,13776,0,3,0.122
Random,13777,0,3,0.122
Random,13778,0,3,0.122
Random,13779,0,3,0.122
Random,13780,1,3,0.122
Random,13781,0,3,0.122
Random,13782,0,3,0.122
Random,13783,0,3,0.122
BFS,955,51,88,50.727
Random,13784,0,3,0.122
Random,13785,0,3,0.122
Random,13786,1,3,0.122
DQN,2086,33,63,23.130
Random,13787,0,3,0.122
A*,961,48,90,50.769
Random,13788,0,3,0.122
Random,13789,0,3,0.122
Random,13790,0,3,0.122
Random,13791,0,3,0.122
DQN,2087,21,63,23.129
Random,13792,0,3,0.122
Random,13793,0,3,0.122
Random,13794,0,3,0.122
Random,13795,0,3,0.122
Random,13796,0,3,0.122
Random,13797,0,3,0.122
DQN,2088,29,63,23.132
Random,13798,0,3,0.122
Random,13799,0,3,0.122
Random,13800,1,3,0.122
Random,13801,0,3,0.122
A*,962,62,90,50.781
Random,13802,0,3,0.122
Random,13803,0,3,0.122
Random,13804,0,3,0.122
BFS,956,68,88,50.745
DQN,2089,28,63,23.135
Random,13805,0,3,0.122
Random,13806,0,3,0.122
Random,13807,0,3,0.122
Random,13808,0,3,0.122
Random,13809,0,3,0.122
Random,13810,0,3,0.122
Random,13811,0,3,0.122
BFS,957,29,88,50.722
Random,13812,0,3,0.122
Random,13813,0,3,0.122
Random,13814,0,3,0.122
Random,13815,0,3,0.122
Random,13816,0,3,0.122
Random,13817,0,3,0.122
Random,13818,0,3,0.122
Random,13819,0,3,0.122
Random,13820,0,3,0.122
DQN,2090,40,63,23.143
Random,13821,0,3,0.122
Random,13822,0,3,0.122
Random,13823,0,3,0.122
Random,13824,0,3,0.122
Random,13825,0,3,0.122
Random,13826,0,3,0.122
Random,13827,0,3,0.122
DQN,2091,27,63,23.144
A*,963,65,90,50.795
Random,13828,0,3,0.122
Random,13829,0,3,0.122
Random,13830,0,3,0.122
Random,13831,0,3,0.122
Random,13832,0,3,0.122
Random,13833,1,3,0.122
DQN,2092,19,63,23.142
Random,13834,0,3,0.122
BFS,958,59,88,50.731
Random,13835,1,3,0.122
DQN,2093,14,63,23.138
Random,13836,0,3,0.122
Random,13837,0,3,0.122
Random,13838,0,3,0.122
A*,964,51,90,50.796
Random,13839,1,3,0.122
Random,13840,1,3,0.122
Random,13841,0,3,0.122
DQN,2094,27,63,23.140
Random,13842,0,3,0.122
Random,13843,0,3,0.122
Random,13844,0,3,0.122
Random,13845,1,3,0.122
Random,13846,0,3,0.122
DQN,2095,26,63,23.141
Random,13847,1,3,0.122
Random,13848,1,3,0.122
Random,13849,0,3,0.122
A*,965,58,90,50.803
Random,13850,0,3,0.122
DQN,2096,17,63,23.138
Random,13851,0,3,0.122
Random,13852,0,3,0.122
BFS,959,84,88,50.765
DQN,2097,18,63,23.136
Random,13853,1,3,0.122
Random,13854,1,3,0.122
Random,13855,0,3,0.122
Random,13856,0,3,0.122
Random,13857,0,3,0.122
Random,13858,0,3,0.122
Random,13859,0,3,0.122
Random,13860,0,3,0.122
DQN,2098,25,63,23.137
Random,13861,0,3,0.122
Random,13862,1,3,0.122
Random,13863,0,3,0.122
Random,13864,0,3,0.122
Random,13865,0,3,0.122
DQN,2099,15,63,23.133
Random,13866,0,3,0.122
Random,13867,0,3,0.122
BFS,960,42,88,50.756
Random,13868,0,3,0.122
A*,966,71,90,50.824
DQN,2100,26,63,23.134
Random,13869,0,3,0.122
Random,13870,0,3,0.122
Random,13871,0,3,0.122
Random,13872,0,3,0.122
Random,13873,1,3,0.122
Random,13874,1,3,0.122
Random,13875,0,3,0.122
Random,13876,0,3,0.122
DQN,2101,24,63,23.135
Random,13877,0,3,0.122
Random,13878,0,3,0.122
BFS,961,45,88,50.750
Random,13879,0,3,0.122
Random,13880,0,3,0.122
DQN,2102,17,63,23.132
Random,13881,0,3,0.122
Random,13882,0,3,0.122
Random,13883,0,3,0.122
Random,13884,1,3,0.122
DQN,2103,11,63,23.126
Random,13885,0,3,0.122
Random,13886,0,3,0.122
BFS,962,34,88,50.733
A*,967,63,90,50.837
Random,13887,0,3,0.122
DQN,2104,20,63,23.125
Random,13888,0,3,0.122
Random,13889,0,3,0.122
Random,13890,0,3,0.122
Random,13891,0,3,0.122
Random,13892,0,3,0.122
DQN,2105,21,63,23.124
Random,13893,1,3,0.122
Random,13894,0,3,0.122
Random,13895,1,3,0.122
Random,13896,0,3,0.122
Random,13897,0,3,0.122
Random,13898,0,3,0.122
A*,968,47,90,50.833
BFS,963,43,88,50.725
Random,13899,0,3,0.122
Random,13900,0,3,0.122
Random,13901,0,3,0.122
Hamiltonian,31,297,297,297.000
DQN,2106,35,63,23.129
Random,13902,0,3,0.122
Random,13903,0,3,0.122
Random,13904,0,3,0.122
Random,13905,0,3,0.122
DQN,2107,34,63,23.134
Random,13906,0,3,0.122
Random,13907,0,3,0.122
Random,13908,0,3,0.122
Random,13909,0,3,0.122
Random,13910,0,3,0.122
Random,13911,0,3,0.122
A*,969,61,90,50.843
Random,13912,0,3,0.122
Random,13913,0,3,0.122
BFS,964,66,88,50.741
Random,13914,0,3,0.122
Random,13915,0,3,0.122
Random,13916,0,3,0.122
Random,13917,0,3,0.122
DQN,2108,38,63,23.141
Random,13918,0,3,0.122
Random,13919,0,3,0.122
Random,13920,0,3,0.122
Random,13921,0,3,0.122
Random,13922,0,3,0.122
Random,13923,0,3,0.122
DQN,2109,28,63,23.144
Random,13924,0,3,0.122
Random,13925,0,3,0.122
A*,970,61,90,50.854
BFS,965,60,88,50.750
Random,13926,0,3,0.122
Random,13927,0,3,0.122
DQN,2110,25,63,23.145
Random,13928,0,3,0.122
Random,13929,0,3,0.122
Random,13930,0,3,0.122
Random,13931,0,3,0.122
Random,13932,0,3,0.122
DQN,2111,33,63,23.149
Random,13933,1,3,0.122
Random,13934,0,3,0.122
Random,13935,0,3,0.122
A*,971,44,90,50.847
BFS,966,48,88,50.747
Random,13936,0,3,0.122
Random,13937,0,3,0.122
DQN,2112,21,63,23.148
Random,13938,0,3,0.122
Random,13939,0,3,0.122
Random,13940,0,3,0.122
Random,13941,0,3,0.122
Random,13942,0,3,0.122
Random,13943,0,3,0.122
Random,13944,0,3,0.122
Random,13945,0,3,0.122
Random,13946,0,3,0.122
Random,13947,0,3,0.122
Random,13948,1,3,0.122
Random,13949,0,3,0.122
BFS,967,44,88,50.740
DQN,2113,41,63,23.157
Random,13950,0,3,0.122
Random,13951,0,3,0.122
DQN,2114,16,63,23.153
Random,13952,0,3,0.122
Random,13953,0,3,0.122
Random,13954,0,3,0.122
Random,13955,0,3,0.122
Random,13956,0,3,0.122
DQN,2115,26,63,23.155
Random,13957,0,3,0.122
Random,13958,1,3,0.122
Random,13959,0,3,0.122
A*,972,77,90,50.873
Random,13960,1,3,0.122
Random,13961,0,3,0.122
DQN,2116,14,63,23.150
Random,13962,0,3,0.122
Random,13963,0,3,0.122
Random,13964,0,3,0.122
Random,13965,0,3,0.122
DQN,2117,12,63,23.145
Random,13966,0,3,0.122
DQN,2118,7,63,23.137
Random,13967,0,3,0.122
Random,13968,0,3,0.122
A*,973,42,90,50.864
BFS,968,73,88,50.763
Random,13969,0,3,0.122
Random,13970,0,3,0.122
Random,13971,0,3,0.122
Random,13972,0,3,0.122
Random,13973,0,3,0.122
DQN,2119,33,63,23.142
Random,13974,0,3,0.122
Random,13975,0,3,0.122
DQN,2120,13,63,23.137
Random,13976,0,3,0.122
BFS,969,37,88,50.749
Random,13977,0,3,0.122
Random,13978,0,3,0.122
DQN,2121,11,63,23.132
Random,13979,0,3,0.122
Random,13980,1,3,0.122
Random,13981,0,3,0.122
Random,13982,0,3,0.122
Random,13983,0,3,0.122
Random,13984,0,3,0.122
A*,974,51,90,50.864
Random,13985,0,3,0.122
BFS,970,38,88,50.736
Random,13986,0,3,0.122
Random,13987,0,3,0.122
Random,13988,0,3,0.122
Random,13989,0,3,0.122
Random,13990,0,3,0.122
DQN,2122,37,63,23.138
Random,13991,0,3,0.122
Random,13992,1,3,0.122
Random,13993,0,3,0.122
Random,13994,0,3,0.122
Random,13995,0,3,0.122
Random,13996,0,3,0.122
A*,975,34,90,50.847
DQN,2123,17,63,23.135
Random,13997,0,3,0.122
Random,13998,0,3,0.122
Random,13999,0,3,0.122
Random,14000,0,3,0.122
Random,14001,0,3,0.122
Random,14002,0,3,0.122
DQN,2124,17,63,23.132
Random,14003,0,3,0.122
Random,14004,0,3,0.122
Random,14005,0,3,0.122
Random,14006,0,3,0.122
Random,14007,0,3,0.122
Random,14008,0,3,0.122
Random,14009,0,3,0.122
Random,14010,0,3,0.122
BFS,971,71,88,50.757
Random,14011,0,3,0.122
DQN,2125,37,63,23.139
Random,14012,0,3,0.122
Random,14013,0,3,0.122
A*,976,56,90,50.852
Random,14014,0,3,0.122
Random,14015,1,3,0.122
Random,14016,1,3,0.122
Random,14017,0,3,0.122
Random,14018,0,3,0.122
Random,14019,0,3,0.122
Random,14020,0,3,0.122
DQN,2126,24,63,23.139
Random,14021,0,3,0.122
Random,14022,0,3,0.122
Random,14023,0,3,0.122
DQN,2127,15,63,23.135
A*,977,29,90,50.830
Random,14024,0,3,0.122
BFS,972,51,88,50.757
Random,14025,0,3,0.122
Random,14026,2,3,0.122
Random,14027,0,3,0.122
Random,14028,0,3,0.122
Random,14029,0,3,0.122
DQN,2128,19,63,23.133
Random,14030,0,3,0.122
Random,14031,0,3,0.122
Random,14032,0,3,0.122
Random,14033,0,3,0.122
Random,14034,1,3,0.122
Random,14035,0,3,0.122
DQN,2129,23,63,23.133
Random,14036,1,3,0.122
Random,14037,0,3,0.122
BFS,973,47,88,50.753
A*,978,55,90,50.834
Random,14038,0,3,0.122
Random,14039,0,3,0.122
Random,14040,0,3,0.122
Random,14041,0,3,0.122
Random,14042,0,3,0.122
Random,14043,0,3,0.122
Random,14044,0,3,0.122
DQN,2130,33,63,23.138
Random,14045,0,3,0.122
Random,14046,0,3,0.122
Random,14047,0,3,0.122
Random,14048,0,3,0.122
Random,14049,0,3,0.122
Random,14050,0,3,0.122
Random,14051,0,3,0.122
Random,14052,0,3,0.122
DQN,2131,21,63,23.137
Random,14053,1,3,0.122
A*,979,51,90,50.835
Random,14054,0,3,0.122
Random,14055,0,3,0.122
Random,14056,1,3,0.122
Random,14057,0,3,0.122
Random,14058,0,3,0.122
DQN,2132,16,63,23.134
Random,14059,0,3,0.122
Random,14060,0,3,0.122
Random,14061,1,3,0.122
Random,14062,0,3,0.122
Random,14063,0,3,0.122
Random,14064,0,3,0.122
BFS,974,71,88,50.774
Random,14065,0,3,0.122
Random,14066,1,3,0.122
Random,14067,0,3,0.122
Random,14068,0,3,0.122
Random,14069,0,3,0.122
Random,14070,0,3,0.122
Random,14071,0,3,0.122
DQN,2133,32,63,23.138
Random,14072,0,3,0.122
Random,14073,1,3,0.122
Random,14074,0,3,0.122
Random,14075,0,3,0.122
Random,14076,0,3,0.122
Random,14077,0,3,0.122
Random,14078,0,3,0.122
Random,14079,0,3,0.122
BFS,975,47,88,50.770
Random,14080,0,3,0.122
DQN,2134,31,63,23.142
Random,14081,0,3,0.122
A*,980,69,90,50.853
Random,14082,1,3,0.122
Random,14083,0,3,0.122
Random,14084,2,3,0.122
Random,14085,0,3,0.122
Random,14086,0,3,0.122
Random,14087,0,3,0.122
Random,14088,0,3,0.122
Random,14089,0,3,0.122
Random,14090,0,3,0.122
Random,14091,0,3,0.122
Random,14092,0,3,0.122
A*,981,40,90,50.842
Random,14093,0,3,0.122
Random,14094,0,3,0.122
BFS,976,53,88,50.773
DQN,2135,51,63,23.155
Random,14095,0,3,0.122
Random,14096,0,3,0.122
Random,14097,0,3,0.122
Random,14098,0,3,0.122
Random,14099,0,3,0.122
DQN,2136,15,63,23.151
Random,14100,0,3,0.122
Random,14101,0,3,0.122
Random,14102,0,3,0.122
Random,14103,0,3,0.122
Random,14104,0,3,0.122
Random,14105,0,3,0.122
DQN,2137,21,63,23.150
Random,14106,0,3,0.122
Random,14107,0,3,0.122
Random,14108,0,3,0.122
Random,14109,0,3,0.122
DQN,2138,13,63,23.145
Random,14110,0,3,0.122
Random,14111,0,3,0.122
Random,14112,0,3,0.122
BFS,977,51,88,50.773
A*,982,54,90,50.845
Random,14113,1,3,0.122
DQN,2139,11,63,23.139
Random,14114,0,3,0.122
Random,14115,0,3,0.122
Random,14116,0,3,0.122
Random,14117,0,3,0.122
Random,14118,0,3,0.122
Random,14119,0,3,0.122
Random,14120,0,3,0.122
Random,14121,0,3,0.122
DQN,2140,32,63,23.143
BFS,978,45,88,50.767
A*,983,51,90,50.845
Random,14122,0,3,0.122
DQN,2141,14,63,23.139
Random,14123,1,3,0.122
Random,14124,0,3,0.122
Random,14125,0,3,0.122
Random,14126,0,3,0.122
Random,14127,0,3,0.122
Random,14128,0,3,0.122
Random,14129,0,3,0.122
A*,984,40,90,50.834
Random,14130,0,3,0.122
Random,14131,0,3,0.122
Random,14132,0,3,0.122
Random,14133,0,3,0.122
DQN,2142,34,63,23.144
Random,14134,0,3,0.122
Random,14135,0,3,0.122
Random,14136,0,3,0.122
Random,14137,0,3,0.122
Random,14138,0,3,0.122
Random,14139,0,3,0.122
Random,14140,0,3,0.122
BFS,979,60,88,50.776
Random,14141,0,3,0.122
Random,14142,0,3,0.122
DQN,2143,23,63,23.144
Random,14143,1,3,0.122
Random,14144,0,3,0.122
Random,14145,0,3,0.122
Random,14146,0,3,0.122
Random,14147,0,3,0.122
Random,14148,0,3,0.122
Random,14149,0,3,0.122
Random,14150,0,3,0.122
A*,985,54,90,50.838
Random,14151,1,3,0.122
Random,14152,0,3,0.122
Random,14153,0,3,0.122
Random,14154,0,3,0.122
BFS,980,46,88,50.771
Random,14155,0,3,0.122
DQN,2144,27,63,23.146
Random,14156,0,3,0.122
Random,14157,0,3,0.122
Random,14158,0,3,0.122
Random,14159,0,3,0.122
Random,14160,0,3,0.122
DQN,2145,20,63,23.145
Random,14161,0,3,0.122
Random,14162,1,3,0.122
Random,14163,0,3,0.122
Random,14164,0,3,0.122
Random,14165,0,3,0.122
Random,14166,0,3,0.122
Random,14167,0,3,0.122
Random,14168,0,3,0.122
DQN,2146,22,63,23.144
Random,14169,0,3,0.122
BFS,981,42,88,50.762
Random,14170,0,3,0.122
Random,14171,0,3,0.122
DQN,2147,15,63,23.140
